location,mintemp,maxtemp,rainfall,evaporation,sunshine,winddir,windspeed,humidity,pressure,cloud,temp,raintoday,raintom
Cobar,8.7,21.9,0,6.2,NA,S,13,24,NA,0,21.2,No,No
Cobar,6.4,23.5,0,6,NA,SSW,7,19,NA,0,22.3,No,No
Cobar,7.6,26.2,0,3.4,NA,WNW,13,11,1017,0,25.4,No,No
Cobar,10.4,27.8,0,6.6,NA,NW,17,10,NA,7,26.6,No,No
Cobar,11.3,20.9,0,6.8,NA,WSW,22,34,NA,2,19.9,No,No
Cobar,7.9,21.3,0,7,NA,WSW,28,24,NA,6,19,No,No
Cobar,5.5,19.3,0,5.8,NA,SW,17,19,NA,1,18.4,No,No
Cobar,7.8,17.8,0,6.6,NA,WSW,17,24,1021.1,7,17,No,No
Cobar,5.5,21.5,0,3.6,NA,S,19,13,1021.8,1,20.6,No,No
Cobar,7.6,24.2,0,6.4,NA,ESE,19,15,1023.4,1,23.5,No,No
Cobar,9.9,23.6,0,5.4,NA,NNE,19,27,1024.6,5,22.1,No,No
Cobar,11.2,25.9,0,6.2,NA,NE,24,26,1021.2,7,23.9,No,No
Cobar,16.2,23.2,0,8.6,NA,NE,17,93,1014.9,7,16.5,No,Yes
Cobar,12.6,21.5,13.6,2.2,NA,SW,30,47,1014.9,6,20.2,Yes,No
Cobar,8.5,21.3,0,5.4,NA,WSW,15,37,1017.3,1,20.5,No,No
Newcastle,13.2,NA,0,NA,NA,NW,19,24,NA,4,30.6,No,No
Newcastle,NA,32.2,0,NA,NA,NE,19,59,NA,0,25.4,No,No
Newcastle,16.2,32.2,0,NA,NA,SE,2,26,NA,4,32,No,No
Newcastle,19.2,24,0,NA,NA,SE,22,61,NA,5,23,No,No
Newcastle,18.8,30.2,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,19.8,34.2,0,NA,NA,NW,7,39,NA,7,31.8,No,No
Newcastle,19.4,27.8,0,NA,NA,SE,6,39,NA,4,27,No,No
Newcastle,NA,26.2,0,NA,NA,NE,22,71,NA,7,22.2,No,No
Newcastle,15.6,29.4,0,NA,NA,NW,19,53,NA,3,28.2,No,No
Newcastle,19.2,26.4,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,19.4,21.4,0,NA,NA,SE,9,72,NA,8,20,No,No
Newcastle,18,22.4,0.4,NA,NA,NE,9,96,NA,8,18.8,No,Yes
Newcastle,18.2,31.6,29.8,NA,NA,NW,50,51,NA,7,28.8,Yes,No
Newcastle,18.2,27.2,1,NA,NA,NW,46,39,NA,3,25.4,No,No
Newcastle,16.6,22.8,0,NA,NA,SE,28,49,NA,1,21.8,No,No
Newcastle,11.6,27,0,NA,NA,NE,4,51,NA,1,26,No,No
Newcastle,14.4,29,0,NA,NA,SE,7,44,NA,1,28.2,No,No
Newcastle,17.6,34,0,NA,NA,SE,56,34,NA,7,31,No,Yes
Newcastle,18,26.6,1.2,NA,NA,SE,46,98,NA,2,23,Yes,No
Newcastle,17.6,21.6,0,NA,NA,SE,9,96,NA,5,20.8,No,No
Newcastle,12.6,24.2,0,NA,NA,SE,19,98,NA,2,23.6,No,No
Newcastle,15.2,26.4,0,NA,NA,NE,19,49,NA,1,25.4,No,No
Newcastle,16,31,0,NA,NA,NA,0,42,NA,8,29,No,Yes
Newcastle,18.8,NA,2,NA,NA,SE,9,73,NA,8,21,Yes,No
Newcastle,NA,25.6,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,19.2,29.4,0,NA,NA,SE,11,63,NA,1,29,No,No
Newcastle,19.2,30.6,0,NA,NA,NE,19,51,NA,8,30.4,No,No
Newcastle,18.6,31.2,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,20.2,28.8,0,NA,NA,SW,19,80,NA,6,21.6,No,Yes
Newcastle,19.2,33.4,10.6,NA,NA,NW,7,36,NA,4,30.8,Yes,No
Newcastle,15.4,33.4,0,NA,NA,NW,15,23,NA,0,32.2,No,No
Newcastle,15.2,32.8,0,NA,NA,NW,9,47,NA,6,28,No,No
Newcastle,19.2,25.6,0,NA,NA,SE,11,52,NA,1,24.8,No,No
Newcastle,16.4,22.6,0.8,NA,NA,NE,4,60,NA,8,22.2,No,No
Newcastle,17.8,28.8,0,NA,NA,SE,37,53,NA,0,27,No,No
Newcastle,16.8,36,0,NA,NA,SE,4,40,NA,2,34.4,No,No
Newcastle,19.6,31.8,0,NA,NA,SE,4,65,NA,1,26.8,No,No
Newcastle,21.2,34.8,0,NA,NA,NA,0,57,NA,8,30.6,No,No
Newcastle,21.2,23.8,0,NA,NA,SE,15,77,NA,8,21.6,No,Yes
Newcastle,16.8,22.6,2.4,NA,NA,SE,28,48,NA,6,22.2,Yes,No
Newcastle,15.4,25.4,0.2,NA,NA,N,28,45,NA,5,24.4,No,No
Newcastle,17.4,27.6,0,NA,NA,SE,46,74,NA,1,22.6,No,No
Newcastle,18.4,28.2,0,NA,NA,SE,19,46,NA,1,27.6,No,No
Newcastle,19.2,28.4,0,NA,NA,SE,28,56,NA,5,27.6,No,No
Newcastle,18.6,35.2,0,NA,NA,NE,22,35,NA,0,34.4,No,No
Newcastle,19,40.6,0,NA,NA,NW,7,17,NA,1,40.2,No,Yes
Newcastle,19.6,27,6.6,NA,NA,SE,7,60,NA,1,25.8,Yes,Yes
Newcastle,17.4,22,1.6,NA,NA,SE,22,53,NA,7,20,Yes,No
Newcastle,12.2,25,0,NA,NA,SE,11,47,NA,1,23.8,No,No
Newcastle,15.4,28.6,0,NA,NA,SE,19,48,NA,6,26.8,No,No
Newcastle,15.5,35,0,NA,NA,NW,4,35,NA,2,33.2,No,No
Newcastle,22,38.2,0,NA,NA,NW,28,26,NA,6,37.8,No,No
Newcastle,22.2,28.8,0,NA,NA,NW,19,71,NA,8,26.6,No,Yes
Newcastle,21.8,35.4,2,NA,NA,NE,11,46,NA,5,33.6,Yes,No
Newcastle,23.6,40,0,NA,NA,NW,9,35,NA,6,38.2,No,Yes
Newcastle,18.8,24,2.4,NA,NA,SE,22,65,NA,8,23.2,Yes,No
Newcastle,19.2,26.4,0,NA,NA,SE,9,81,NA,8,25.4,No,No
Newcastle,20.6,29,0,NA,NA,SE,28,70,NA,6,27.4,No,No
Newcastle,20.2,30.8,0,NA,NA,NE,19,51,NA,1,29.8,No,No
Newcastle,20.2,32,0,NA,NA,NE,22,59,NA,1,30.4,No,No
Newcastle,19.8,32.2,0,NA,NA,NE,28,51,NA,1,30.4,No,No
Newcastle,20.6,34.8,0,NA,NA,NW,15,26,NA,2,34.4,No,No
Newcastle,19.6,31.4,0,NA,NA,SE,28,53,NA,0,30.2,No,No
Newcastle,20.6,31,0,NA,NA,NE,28,52,NA,3,29.4,No,No
Newcastle,19.6,31.8,0,NA,NA,SE,11,51,NA,3,31.5,No,No
Newcastle,21.4,31,0,NA,NA,SE,7,62,NA,1,29.4,No,No
Newcastle,21,34.2,0,NA,NA,SE,7,47,NA,0,33,No,No
Newcastle,21.4,35,0,NA,NA,SE,15,44,NA,0,33.2,No,No
Newcastle,22.2,37.8,0,NA,NA,SE,19,31,NA,0,35.6,No,No
Newcastle,20,34.2,0,NA,NA,SE,11,43,NA,0,33.2,No,No
Newcastle,20.2,27.6,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,20,25,0.8,NA,NA,WSW,7,83,NA,8,22.6,No,Yes
Newcastle,17.2,23.8,13.4,NA,NA,SE,15,69,NA,8,22.6,Yes,Yes
Newcastle,16.6,21.8,13.2,NA,NA,SE,19,71,NA,8,20,Yes,Yes
Newcastle,16.4,24.4,45.4,NA,NA,NW,19,58,NA,7,23,Yes,Yes
Newcastle,17,19.6,3.6,NA,NA,SE,9,100,NA,8,17,Yes,Yes
Newcastle,17.4,22.8,147.2,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
Newcastle,18,25,13.8,NA,NA,SE,37,60,NA,7,24,Yes,No
Newcastle,18.8,23.4,0,NA,NA,SE,9,86,NA,8,21,No,Yes
Newcastle,18.6,25.6,22.6,NA,NA,SE,4,71,NA,7,24.8,Yes,No
Newcastle,19,30,0,NA,NA,SE,11,61,NA,5,27.6,No,Yes
Newcastle,21,29.6,2.6,NA,NA,SE,7,70,NA,2,28,Yes,No
Newcastle,22,25.8,0,NA,NA,SE,9,76,NA,8,23.8,No,No
Newcastle,18.6,26.6,0,NA,NA,SE,4,62,NA,2,26,No,No
Newcastle,19,30.6,0,NA,NA,NE,4,54,NA,1,30.2,No,Yes
Newcastle,20.8,34.6,1.4,NA,NA,SE,9,51,NA,5,30.2,Yes,No
Newcastle,21.4,27.6,0,NA,NA,SE,9,68,NA,4,27,No,No
Newcastle,21.4,24.8,0,NA,NA,SE,37,62,NA,5,23.4,No,No
Newcastle,17.6,24.6,0,NA,NA,SE,19,57,NA,5,23.6,No,No
Newcastle,14.6,31.4,0,NA,NA,SE,9,59,NA,5,27,No,No
Newcastle,14.2,26.4,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,20.2,27,0,NA,NA,NE,4,61,NA,4,26.4,No,No
Newcastle,20.2,28,0,NA,NA,NE,11,62,NA,3,27.6,No,No
Newcastle,21.8,29,0,NA,NA,SE,9,80,NA,8,23.8,No,No
Newcastle,12.2,23.8,0,NA,NA,SE,9,37,NA,2,22.8,No,No
Newcastle,12.4,24.8,0,NA,NA,NA,0,57,NA,4,22.6,No,No
Newcastle,14.6,27.2,0,NA,NA,SE,4,67,NA,1,25.4,No,No
Newcastle,19,27.2,0,NA,NA,SE,28,55,NA,1,26.8,No,No
Newcastle,20.4,26.6,0,NA,NA,SE,19,63,NA,4,25.8,No,No
Newcastle,21.4,26.2,0,NA,NA,NE,11,58,NA,7,24.8,No,No
Newcastle,20,25.8,0,NA,NA,SE,19,60,NA,4,25,No,No
Newcastle,18.6,27,0,NA,NA,SE,37,58,NA,5,25.6,No,No
Newcastle,18.8,28.6,0,NA,NA,SE,4,57,NA,5,27.4,No,Yes
Newcastle,18.2,30.2,3.2,NA,NA,NE,15,53,NA,5,29.4,Yes,Yes
Newcastle,17.4,32,4.2,NA,NA,NW,4,51,NA,3,31.4,Yes,No
Newcastle,17.8,25,0.4,NA,NA,N,4,46,NA,2,24.8,No,No
Newcastle,12.2,25,0,NA,NA,SE,11,40,NA,0,23.4,No,No
Newcastle,13.6,25.8,0,NA,NA,S,19,57,NA,2,25.2,No,No
Newcastle,14.4,29,0,NA,NA,NE,6,63,NA,1,27,No,No
Newcastle,17.8,28.2,0,NA,NA,SE,19,64,NA,1,26.8,No,No
Newcastle,18.8,26.6,0,NA,NA,ESE,13,70,NA,5,23.9,No,No
Newcastle,16.2,27.4,0,NA,NA,SE,11,60,NA,2,27,No,No
Newcastle,15.4,28.6,0,NA,NA,SE,7,69,NA,1,28,No,No
Newcastle,17,30.2,0,NA,NA,SE,11,NA,NA,0,29.4,No,No
Newcastle,17.8,31.4,0,NA,NA,NE,4,52,NA,1,30.8,No,No
Newcastle,16.4,31.2,0,NA,NA,SE,4,51,NA,1,28.8,No,Yes
Newcastle,19.8,25.6,2.2,NA,NA,SE,28,69,NA,8,22.2,Yes,No
Newcastle,15.6,25.4,0,NA,NA,SE,4,49,NA,1,24.4,No,No
Newcastle,15.2,25.8,0,NA,NA,SE,11,58,NA,1,24.8,No,No
Newcastle,19.2,25.8,0,NA,NA,SE,46,72,NA,7,23.4,No,Yes
Newcastle,17.4,22.8,35.2,NA,NA,SE,19,92,NA,8,20.8,Yes,Yes
Newcastle,19.4,23.8,21.8,NA,NA,SE,37,90,NA,8,21.7,Yes,Yes
Newcastle,19.2,26.2,67,NA,NA,SE,11,77,NA,7,24.6,Yes,No
Newcastle,20,27,0,NA,NA,SE,7,76,NA,6,25.4,No,No
Newcastle,19,27,0,NA,NA,SE,9,91,NA,8,20,No,Yes
Newcastle,17,25,2,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Newcastle,16,NA,1,NA,NA,SE,9,65,NA,7,21,No,No
Newcastle,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,NA,22,0,NA,NA,SE,9,77,NA,8,19.5,No,No
Newcastle,12.5,23,1,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,NA,NA,0,NA,NA,NA,NA,74,NA,8,23,No,No
Newcastle,NA,26.5,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,14.5,23,0,NA,NA,NA,0,100,NA,8,20,No,Yes
Newcastle,17.5,26.5,4,NA,NA,NA,0,61,NA,3,25.5,Yes,No
Newcastle,NA,28,0,NA,NA,W,9,39,NA,0,28,No,No
Newcastle,15.5,NA,0,NA,NA,NA,0,37,NA,0,25,No,No
Newcastle,NA,NA,0,NA,NA,SE,9,43,NA,0,22,No,Yes
Newcastle,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
Newcastle,NA,22.3,14,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
Newcastle,14.4,21.3,10,NA,NA,S,15,54,NA,7,20.4,Yes,Yes
Newcastle,17.2,22.2,8.8,NA,NA,SE,19,67,NA,6,20.8,Yes,No
Newcastle,14.9,20.7,0.4,NA,NA,SE,22,60,NA,6,20.3,No,Yes
Newcastle,NA,22.3,2,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Newcastle,9.6,22.2,0,NA,NA,NA,0,68,NA,6,21.6,No,No
Newcastle,12.8,24.2,0,NA,NA,NW,4,79,NA,2,18.7,No,No
Newcastle,14.4,22.2,0,NA,NA,NW,52,39,NA,1,20,No,No
Newcastle,9.2,19.8,0,NA,NA,NW,11,37,NA,1,19,No,No
Newcastle,7.8,22.6,0,NA,NA,NW,6,44,NA,4,21.6,No,No
Newcastle,9.4,19.2,0,NA,NA,SE,4,72,NA,7,17.5,No,Yes
Newcastle,12.6,20,5.6,NA,NA,SE,19,64,NA,7,17.5,Yes,Yes
Newcastle,10.3,21.6,5.6,NA,NA,NA,0,54,NA,3,20.9,Yes,No
Newcastle,9.7,22.8,0,NA,NA,NA,0,56,NA,7,20.5,No,Yes
Newcastle,13.8,20.3,18.6,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Newcastle,9.7,22.4,0,NA,NA,NA,0,57,NA,2,21.4,No,Yes
Newcastle,13,20.4,7.2,NA,NA,S,9,65,NA,6,19.6,Yes,Yes
Newcastle,12.4,21.7,6,NA,NA,NA,0,57,NA,3,20.4,Yes,No
Newcastle,9.6,22.8,0,NA,NA,SW,4,49,NA,2,20.4,No,Yes
Newcastle,11.5,17.6,1.2,NA,NA,NA,0,91,NA,8,16,Yes,Yes
Newcastle,9.4,21.9,5.4,NA,NA,NA,0,59,NA,1,20,Yes,No
Newcastle,NA,18.8,0,NA,NA,SE,28,60,NA,6,17.6,No,Yes
Newcastle,10.7,19.5,11.8,NA,NA,SE,4,48,NA,1,18.5,Yes,No
Newcastle,6.4,20.7,0,NA,NA,NA,0,89,NA,1,14.8,No,No
Newcastle,7.4,21.2,0,NA,NA,NA,0,49,NA,2,20.6,No,No
Newcastle,7.5,21.2,0,NA,NA,NW,4,41,NA,1,20.5,No,No
Newcastle,10.3,22.3,0,NA,NA,NW,46,39,NA,2,21.3,No,No
Newcastle,13.8,23.4,0,NA,NA,W,19,40,NA,3,21.7,No,No
Newcastle,8.2,20.6,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,10.6,22.2,0,NA,NA,SE,4,52,NA,7,20,No,Yes
Newcastle,14.5,19.7,2.6,NA,NA,N,4,75,NA,6,18.8,Yes,Yes
Newcastle,12.6,21.7,13.2,NA,NA,SE,9,89,NA,8,17.1,Yes,Yes
Newcastle,15.6,20.5,3.8,NA,NA,SE,37,80,NA,8,16.8,Yes,Yes
Newcastle,15.4,20.8,14,NA,NA,SE,28,67,NA,8,19.8,Yes,Yes
Newcastle,14.2,22.6,32.7,NA,NA,SE,13,72,NA,6,20.1,Yes,No
Newcastle,15.6,22.2,0,NA,NA,SW,6,57,NA,4,21,No,Yes
Newcastle,15,21.5,2,NA,NA,NA,0,68,NA,7,19.5,Yes,No
Newcastle,11.5,21,0,NA,NA,NE,4,61,NA,6,20,No,No
Newcastle,11.8,21.9,0,NA,NA,NA,0,73,NA,6,20.4,No,No
Newcastle,11.8,19.8,0,NA,NA,NA,0,95,NA,7,17,No,Yes
Newcastle,12.5,19.1,21.6,NA,NA,SW,4,73,NA,8,15.1,Yes,Yes
Newcastle,11.2,18.5,2.6,NA,NA,SE,4,79,NA,7,16,Yes,Yes
Newcastle,12.2,20,8.6,NA,NA,SE,22,62,NA,8,18,Yes,No
Newcastle,10.8,17.8,0,NA,NA,NA,0,67,NA,8,17.3,No,No
Newcastle,11.2,20.7,0,NA,NA,NE,4,99,NA,6,18.5,No,Yes
Newcastle,14.3,20.7,3.4,NA,NA,NA,0,77,NA,7,19.4,Yes,No
Newcastle,12.2,18.2,0,NA,NA,NA,0,84,NA,8,17.6,No,No
Newcastle,12.2,19.8,0.4,NA,NA,NW,4,62,NA,5,18.2,No,No
Newcastle,7.4,19.4,0,NA,NA,NW,4,53,NA,1,17.5,No,No
Newcastle,9,19.2,0,NA,NA,NW,9,61,NA,4,16.4,No,No
Newcastle,10.5,19,0,NA,NA,NW,6,80,NA,2,12.5,No,No
Newcastle,9.7,16.5,0,NA,NA,W,13,47,NA,4,15,No,No
Newcastle,9.2,15.2,0,NA,NA,NW,19,37,NA,1,13.8,No,No
Newcastle,3.7,14.3,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,4.2,16.3,0,NA,NA,NW,4,45,NA,1,14.8,No,No
Newcastle,5,18,0,NA,NA,W,4,42,NA,7,15.9,No,No
Newcastle,6.8,20,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,6.6,20.2,0,NA,NA,NA,0,43,NA,1,18.8,No,No
Newcastle,6.8,15.4,0,NA,NA,E,11,87,NA,7,14.2,No,Yes
Newcastle,10.3,17,71.4,NA,NA,SW,4,85,NA,6,15.8,Yes,Yes
Newcastle,10.7,17,12.2,NA,NA,NA,0,94,NA,6,15,Yes,Yes
Newcastle,12.3,17.5,7,NA,NA,SE,4,70,NA,6,17,Yes,Yes
Newcastle,12,18.5,22,NA,NA,SE,4,86,NA,5,16.8,Yes,Yes
Newcastle,12.6,19.5,4,NA,NA,NA,0,78,NA,7,19,Yes,Yes
Newcastle,13.8,19.2,23.6,NA,NA,NA,0,75,NA,2,18,Yes,No
Newcastle,8.8,21.6,0,NA,NA,NA,0,61,NA,1,19,No,No
Newcastle,7.7,21,0.2,NA,NA,NA,0,61,NA,1,17,No,No
Newcastle,6.8,17.8,0.2,NA,NA,W,19,53,NA,3,16.7,No,No
Newcastle,7.9,18.9,0,NA,NA,NW,4,48,NA,2,17.4,No,No
Newcastle,9.3,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,NA,18.6,0,NA,NA,NW,4,88,NA,5,13,No,No
Newcastle,9,18.8,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,9.8,18.6,0,NA,NA,NA,0,70,NA,7,17.6,No,No
Newcastle,10.2,22,0,NA,NA,NW,9,31,NA,0,21,No,No
Newcastle,10.2,19,0,NA,NA,N,9,41,NA,2,17.8,No,No
Newcastle,11,17.9,0,NA,NA,NW,46,34,NA,5,16.4,No,No
Newcastle,7,NA,0,NA,NA,SW,6,41,NA,0,16.4,No,No
Newcastle,NA,17.8,0,NA,NA,NA,0,35,NA,2,16,No,No
Newcastle,3.2,16.1,0,NA,NA,NA,0,50,NA,5,14.4,No,Yes
Newcastle,5.8,15,1.6,NA,NA,SE,6,62,NA,6,14.5,Yes,Yes
Newcastle,8.5,16.4,7.2,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
Newcastle,6.8,17.6,5.2,NA,NA,SE,6,58,NA,5,16.2,Yes,Yes
Newcastle,8.2,17.2,2,NA,NA,SE,4,69,NA,5,16,Yes,No
Newcastle,5.5,17.3,0,NA,NA,SE,2,55,NA,7,16,No,No
Newcastle,6.8,15.8,0,NA,NA,NA,0,73,NA,7,15,No,No
Newcastle,9.7,16,0,NA,NA,NW,15,61,NA,8,15.6,No,No
Newcastle,7.6,16.8,0,NA,NA,SW,28,54,NA,2,15.5,No,No
Newcastle,4.9,16.8,0,NA,NA,NW,13,48,NA,5,15.8,No,No
Newcastle,7.2,13.5,0,NA,NA,NA,0,73,NA,8,13.2,No,Yes
Newcastle,9,16.5,8,NA,NA,SW,6,63,NA,6,16,Yes,No
Newcastle,5.8,NA,0,NA,NA,NW,6,50,NA,2,17,No,No
Newcastle,NA,18.2,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,5.4,19.8,0,NA,NA,NA,0,38,NA,0,19,No,No
Newcastle,4.5,21.1,0,NA,NA,N,4,41,NA,2,20.5,No,No
Newcastle,9.3,23.8,0,NA,NA,NW,28,44,NA,1,22.6,No,Yes
Newcastle,11.5,19,3.4,NA,NA,NA,0,46,NA,6,16.8,Yes,Yes
Newcastle,8.2,16.4,1.4,NA,NA,NA,0,64,NA,7,15.2,Yes,No
Newcastle,4.4,18.8,0,NA,NA,NA,0,38,NA,0,17.8,No,No
Newcastle,7.5,13.8,0,NA,NA,NA,0,81,NA,8,12.8,No,Yes
Newcastle,7.2,18.8,2,NA,NA,NW,4,48,NA,0,17.8,Yes,No
Newcastle,6.8,18,0,NA,NA,NW,6,47,NA,1,17.5,No,No
Newcastle,5,NA,0,NA,NA,NW,2,45,NA,3,18.2,No,No
Newcastle,NA,18.5,0,NA,NA,NW,9,44,NA,1,17.9,No,No
Newcastle,8.4,18.8,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,5.8,18,0,NA,NA,W,9,43,NA,0,17.5,No,No
Newcastle,4.2,18.4,0,NA,NA,NW,4,40,NA,0,17.5,No,No
Newcastle,7,20.2,0,NA,NA,N,4,41,NA,1,19.8,No,No
Newcastle,6.6,18.8,0,NA,NA,NW,15,42,NA,6,18.2,No,No
Newcastle,4.4,18.9,0,NA,NA,NA,0,46,NA,6,17.8,No,No
Newcastle,4.4,19.8,0,NA,NA,NA,0,38,NA,2,19,No,No
Newcastle,5.6,23.2,0,NA,NA,NW,4,34,NA,6,21.5,No,No
Newcastle,6.8,16.8,0,NA,NA,SE,19,49,NA,2,15.5,No,No
Newcastle,3.8,17.9,0,NA,NA,NA,0,53,NA,5,16.3,No,No
Newcastle,3.8,21.5,0,NA,NA,NE,4,48,NA,4,19.5,No,No
Newcastle,9.6,18.2,0,NA,NA,NE,9,63,NA,5,17.4,No,No
Newcastle,7.5,21.5,0,NA,NA,NW,6,33,NA,3,20.5,No,No
Newcastle,6.8,21.5,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,7,20.4,0,NA,NA,SE,2,64,NA,2,18.6,No,No
Newcastle,5.8,21.8,0,NA,NA,NA,0,40,NA,0,20.6,No,No
Newcastle,6.4,24.8,0,NA,NA,NW,7,33,NA,1,24,No,No
Newcastle,12.6,23,0,NA,NA,SE,2,51,NA,1,19.5,No,No
Newcastle,8,19,0,NA,NA,SE,4,53,NA,1,17.8,No,No
Newcastle,4.5,20,0,NA,NA,SE,2,62,NA,0,18,No,No
Newcastle,6.8,22.5,0,NA,NA,N,4,37,NA,1,21.8,No,No
Newcastle,7.6,24,0,NA,NA,NW,15,33,NA,7,23.8,No,No
Newcastle,14.2,20.5,0,NA,NA,SE,6,57,NA,1,18.5,No,No
Newcastle,11.6,26.8,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,13.8,28.6,0,NA,NA,NW,37,33,NA,2,27,No,No
Newcastle,15.2,21.2,0,NA,NA,NW,37,23,NA,2,20.5,No,No
Newcastle,13,22.6,0,NA,NA,NW,19,23,NA,0,22.2,No,No
Newcastle,8.8,24.5,0,NA,NA,NW,9,23,NA,0,24,No,No
Newcastle,8.4,26,0,NA,NA,NA,0,18,NA,1,25.4,No,No
Newcastle,12.6,26.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,14,21.7,0.2,NA,NA,SW,19,24,NA,1,21,No,No
Newcastle,7.4,20.4,0,NA,NA,N,9,29,NA,0,20,No,No
Newcastle,11.2,22.2,0,NA,NA,SE,4,37,NA,1,20.6,No,No
Newcastle,7.2,20.2,0,NA,NA,SE,15,55,NA,0,19.2,No,No
Newcastle,9.7,23.2,0,NA,NA,NA,0,54,NA,8,21.6,No,Yes
Newcastle,13.6,23.8,8,NA,NA,N,11,52,NA,6,22.5,Yes,Yes
Newcastle,11.5,19.8,6,NA,NA,SE,4,35,NA,2,18.5,Yes,No
Newcastle,7.3,NA,0,NA,NA,SE,9,53,NA,1,19.5,No,No
Newcastle,NA,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,8.4,20.5,0.8,NA,NA,NA,0,48,NA,6,18.9,No,No
Newcastle,9.7,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,7.2,22.2,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,6.5,23,0,NA,NA,SE,4,40,NA,0,22,No,No
Newcastle,7.5,29.4,0,NA,NA,NA,0,27,NA,0,28,No,No
Newcastle,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,NA,31.8,0,NA,NA,NW,28,23,NA,5,31.4,No,No
Newcastle,17.2,25.2,0,NA,NA,SE,19,61,NA,0,20.5,No,No
Newcastle,13.4,NA,0,NA,NA,SE,11,65,NA,1,21,No,No
Newcastle,NA,28,0,NA,NA,NW,6,31,NA,2,26.6,No,No
Newcastle,14,23.5,0,NA,NA,SE,4,63,NA,8,20.1,No,No
Newcastle,14.4,30.2,0,NA,NA,NW,22,41,NA,6,26.8,No,No
Newcastle,16.4,19.5,0,NA,NA,NW,83,38,NA,2,19,No,No
Newcastle,12.6,25,0,NA,NA,NW,46,26,NA,1,24.2,No,No
Newcastle,9.3,27,0,NA,NA,W,7,25,NA,0,26.5,No,No
Newcastle,11.8,22.2,0,NA,NA,NW,65,98,NA,2,20,No,No
Newcastle,9.2,19.4,0,NA,NA,NW,56,17,NA,1,18.5,No,No
Newcastle,8.2,22.3,0,NA,NA,NW,56,17,NA,1,18.5,No,No
Newcastle,6.8,NA,0,NA,NA,SE,9,43,NA,0,20,No,No
Newcastle,NA,27.2,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,8,33.5,0,NA,NA,NW,15,9,NA,0,32.8,No,No
Newcastle,13.8,22.3,0,NA,NA,SE,37,57,NA,6,21.3,No,Yes
Newcastle,15.2,17.5,4.4,NA,NA,SE,2,94,NA,8,14.5,Yes,Yes
Newcastle,14,20,11.6,NA,NA,NA,0,73,NA,8,17.3,Yes,Yes
Newcastle,12.5,19,2.4,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
Newcastle,8.5,NA,5.8,NA,NA,SE,15,62,NA,3,18,Yes,No
Newcastle,NA,20.4,0,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Newcastle,9.8,18.5,0,NA,NA,SW,56,45,NA,6,18.4,No,No
Newcastle,10.5,17.2,0.2,NA,NA,SE,28,88,NA,8,13.2,No,Yes
Newcastle,10.3,21,8,NA,NA,SE,7,63,NA,5,17,Yes,No
Newcastle,9.8,NA,0,NA,NA,SE,15,50,NA,3,20,No,Yes
